"bodyid","name","type","signal","side"
10006,"VS_L","VS","OPTIC_FLOW","L"
10012,"VS_R","VS","OPTIC_FLOW","R"
10015,"HSN_R","HSN","OPTIC_FLOW","R"
10016,"HSE_R","HSE","OPTIC_FLOW","R"
10023,"HSS_R","HSS","OPTIC_FLOW","R"
10034,"HSE_L","HSE","OPTIC_FLOW","L"
10037,"VS_R","VS","OPTIC_FLOW","R"
10073,"VS_L","VS","OPTIC_FLOW","L"
10112,"VS_R","VS","OPTIC_FLOW","R"
10161,"VS_L","VS","OPTIC_FLOW","L"
10181,"HSN_L","HSN","OPTIC_FLOW","L"
10206,"VS_R","VS","OPTIC_FLOW","R"
10284,"VS_R","VS","OPTIC_FLOW","R"
10311,"VS_R","VS","OPTIC_FLOW","R"
10403,"VS_R","VS","OPTIC_FLOW","R"
10419,"HSS_L","HSS","OPTIC_FLOW","L"
10573,"LC10a_L","LC10a","OBJECT_TRACKING","L"
10766,"VS_R","VS","OPTIC_FLOW","R"
11134,"VSm_R","VSm","OPTIC_FLOW","R"
11382,"VSm_L","VSm","OPTIC_FLOW","L"
11498,"LPLC2_L","LPLC2","LOOMING_COLLISION","L"
11551,"VS_R","VS","OPTIC_FLOW","R"
11793,"HST_L","HST","OPTIC_FLOW","L"
12032,"LC4_L","LC4","LOOMING_COLLISION","L"
12130,"LC10a_L","LC10a","OBJECT_TRACKING","L"
12190,"VS_L","VS","OPTIC_FLOW","L"
12349,"LC4_L","LC4","LOOMING_COLLISION","L"
12384,"LPLC2_L","LPLC2","LOOMING_COLLISION","L"
12424,"LC10a_L","LC10a","OBJECT_TRACKING","L"
12458,"LC10a_L","LC10a","OBJECT_TRACKING","L"
12521,"HST(hb5813042688)_R","HST","OPTIC_FLOW","R"
12824,"LC4_L","LC4","LOOMING_COLLISION","L"
13132,"LPLC2_L","LPLC2","LOOMING_COLLISION","L"
13593,"LC10d_L","LC10d","OBJECT_TRACKING","L"
13697,"LC10a_L","LC10a","OBJECT_TRACKING","L"
13726,"LPLC2_L","LPLC2","LOOMING_COLLISION","L"
13764,"LPLC2_L","LPLC2","LOOMING_COLLISION","L"
13853,"LC10d_L","LC10d","OBJECT_TRACKING","L"
13974,"LC10a_L","LC10a","OBJECT_TRACKING","L"
14030,"LPLC2_L","LPLC2","LOOMING_COLLISION","L"
14037,"LC10d_L","LC10d","OBJECT_TRACKING","L"
14102,"LPLC2_L","LPLC2","LOOMING_COLLISION","L"
14416,"VST2_R","VST2","OPTIC_FLOW","R"
14465,"LPLC2_R","LPLC2","LOOMING_COLLISION","R"
14888,"LC4_L","LC4","LOOMING_COLLISION","L"
14980,"LC10a_L","LC10a","OBJECT_TRACKING","L"
15018,"LC4_L","LC4","LOOMING_COLLISION","L"
15181,"LC10d_L","LC10d","OBJECT_TRACKING","L"
15340,"LC10a_L","LC10a","OBJECT_TRACKING","L"
15422,"VST2_R","VST2","OPTIC_FLOW","R"
15471,"LC10a_L","LC10a","OBJECT_TRACKING","L"
15508,"LC10a_L","LC10a","OBJECT_TRACKING","L"
15552,"LC10d_L","LC10d","OBJECT_TRACKING","L"
15804,"LPLC2_L","LPLC2","LOOMING_COLLISION","L"
16012,"LC10d_L","LC10d","OBJECT_TRACKING","L"
16128,"LC4_R","LC4","LOOMING_COLLISION","R"
16138,"LC4_R","LC4","LOOMING_COLLISION","R"
16570,"VST2_R","VST2","OPTIC_FLOW","R"
16606,"VST2_R","VST2","OPTIC_FLOW","R"
16628,"LC4_R","LC4","LOOMING_COLLISION","R"
16775,"LC10a_L","LC10a","OBJECT_TRACKING","L"
16809,"LC4_L","LC4","LOOMING_COLLISION","L"
16917,"LC4_L","LC4","LOOMING_COLLISION","L"
17054,"LC4_R","LC4","LOOMING_COLLISION","R"
17059,"LPLC2_L","LPLC2","LOOMING_COLLISION","L"
17266,"LC4_R","LC4","LOOMING_COLLISION","R"
17270,"LC4_L","LC4","LOOMING_COLLISION","L"
17317,"LC10d_L","LC10d","OBJECT_TRACKING","L"
17340,"LC4_L","LC4","LOOMING_COLLISION","L"
17364,"LC4_R","LC4","LOOMING_COLLISION","R"
17478,"LC4_L","LC4","LOOMING_COLLISION","L"
17505,"LC10d_L","LC10d","OBJECT_TRACKING","L"
17544,"LPLC2_L","LPLC2","LOOMING_COLLISION","L"
17548,"LC4_R","LC4","LOOMING_COLLISION","R"
17551,"LPLC2_R","LPLC2","LOOMING_COLLISION","R"
17608,"LC4_L","LC4","LOOMING_COLLISION","L"
17653,"LC4_L","LC4","LOOMING_COLLISION","L"
17668,"LC4_R","LC4","LOOMING_COLLISION","R"
17774,"LPLC2_L","LPLC2","LOOMING_COLLISION","L"
17775,"LPLC2_L","LPLC2","LOOMING_COLLISION","L"
17836,"LC10d_L","LC10d","OBJECT_TRACKING","L"
17860,"LC4_R","LC4","LOOMING_COLLISION","R"
17880,"LPLC2_L","LPLC2","LOOMING_COLLISION","L"
17926,"LC4_R","LC4","LOOMING_COLLISION","R"
17987,"LC4_R","LC4","LOOMING_COLLISION","R"
17990,"LPLC2_L","LPLC2","LOOMING_COLLISION","L"
18078,"LC10a_L","LC10a","OBJECT_TRACKING","L"
18127,"LC4_R","LC4","LOOMING_COLLISION","R"
18189,"LC4_R","LC4","LOOMING_COLLISION","R"
18396,"LC4_L","LC4","LOOMING_COLLISION","L"
18432,"LC4_L","LC4","LOOMING_COLLISION","L"
18478,"LC4_L","LC4","LOOMING_COLLISION","L"
18518,"LC10a_L","LC10a","OBJECT_TRACKING","L"
18636,"LC10d_L","LC10d","OBJECT_TRACKING","L"
18672,"LPLC2_R","LPLC2","LOOMING_COLLISION","R"
18807,"VST2_L","VST2","OPTIC_FLOW","L"
18900,"LPLC2_L","LPLC2","LOOMING_COLLISION","L"
18917,"LC10a_L","LC10a","OBJECT_TRACKING","L"
18929,"LPLC2_R","LPLC2","LOOMING_COLLISION","R"
18936,"LPLC2_L","LPLC2","LOOMING_COLLISION","L"
19034,"LPLC2_R","LPLC2","LOOMING_COLLISION","R"
19120,"LC10a_L","LC10a","OBJECT_TRACKING","L"
19146,"LPLC2_R","LPLC2","LOOMING_COLLISION","R"
19229,"LPLC2_R","LPLC2","LOOMING_COLLISION","R"
19249,"LPLC2_R","LPLC2","LOOMING_COLLISION","R"
19260,"LC4_R","LC4","LOOMING_COLLISION","R"
19350,"LC10a_L","LC10a","OBJECT_TRACKING","L"
19420,"LC4_R","LC4","LOOMING_COLLISION","R"
19537,"LC10a_L","LC10a","OBJECT_TRACKING","L"
19540,"LC10a_L","LC10a","OBJECT_TRACKING","L"
19543,"LC4_R","LC4","LOOMING_COLLISION","R"
19549,"LPLC2_R","LPLC2","LOOMING_COLLISION","R"
19550,"LC4_R","LC4","LOOMING_COLLISION","R"
19588,"VS_L","VS","OPTIC_FLOW","L"
19589,"LPLC2_R","LPLC2","LOOMING_COLLISION","R"
19608,"LPLC2_R","LPLC2","LOOMING_COLLISION","R"
19634,"LC4_R","LC4","LOOMING_COLLISION","R"
19659,"LC10a_L","LC10a","OBJECT_TRACKING","L"
19667,"LC10a_L","LC10a","OBJECT_TRACKING","L"
19703,"LC10a_L","LC10a","OBJECT_TRACKING","L"
19787,"LPLC2_L","LPLC2","LOOMING_COLLISION","L"
19794,"LC4_R","LC4","LOOMING_COLLISION","R"
19830,"LPLC2_L","LPLC2","LOOMING_COLLISION","L"
19842,"LPLC2_R","LPLC2","LOOMING_COLLISION","R"
19911,"LPLC2_L","LPLC2","LOOMING_COLLISION","L"
19954,"LC4_R","LC4","LOOMING_COLLISION","R"
20016,"LC4_R","LC4","LOOMING_COLLISION","R"
20047,"LPLC2_R","LPLC2","LOOMING_COLLISION","R"
20103,"LPLC2_R","LPLC2","LOOMING_COLLISION","R"
20112,"LC10a_L","LC10a","OBJECT_TRACKING","L"
20151,"LC10d_L","LC10d","OBJECT_TRACKING","L"
20162,"LPLC2_R","LPLC2","LOOMING_COLLISION","R"
20182,"LPLC2_R","LPLC2","LOOMING_COLLISION","R"
20240,"LPLC2_L","LPLC2","LOOMING_COLLISION","L"
20269,"LPLC2_R","LPLC2","LOOMING_COLLISION","R"
20282,"LC4_R","LC4","LOOMING_COLLISION","R"
20286,"LC43_L","LC43","LOOMING_COLLISION","L"
20325,"LC10d_L","LC10d","OBJECT_TRACKING","L"
20329,"LPLC2_L","LPLC2","LOOMING_COLLISION","L"
20334,"LPLC2_R","LPLC2","LOOMING_COLLISION","R"
20378,"LC10a_L","LC10a","OBJECT_TRACKING","L"
20399,"LC4_R","LC4","LOOMING_COLLISION","R"
20440,"LC4_L","LC4","LOOMING_COLLISION","L"
20471,"LPLC2_R","LPLC2","LOOMING_COLLISION","R"
20535,"LPLC2_R","LPLC2","LOOMING_COLLISION","R"
20542,"LC4_R","LC4","LOOMING_COLLISION","R"
20572,"LC4_L","LC4","LOOMING_COLLISION","L"
20584,"LPLC2_R","LPLC2","LOOMING_COLLISION","R"
20588,"LC4_R","LC4","LOOMING_COLLISION","R"
20634,"VST1_R","VST1","OPTIC_FLOW","R"
20673,"LC4_R","LC4","LOOMING_COLLISION","R"
20694,"LPLC2_R","LPLC2","LOOMING_COLLISION","R"
20749,"LPLC2_R","LPLC2","LOOMING_COLLISION","R"
20799,"LPLC2_L","LPLC2","LOOMING_COLLISION","L"
20808,"LC4_R","LC4","LOOMING_COLLISION","R"
20859,"LC4_L","LC4","LOOMING_COLLISION","L"
20917,"LC4_R","LC4","LOOMING_COLLISION","R"
20933,"LC10a_L","LC10a","OBJECT_TRACKING","L"
20967,"LC4_L","LC4","LOOMING_COLLISION","L"
20976,"LC4_L","LC4","LOOMING_COLLISION","L"
21045,"LPLC2_R","LPLC2","LOOMING_COLLISION","R"
21065,"LC10a_R","LC10a","OBJECT_TRACKING","R"
21151,"LC4_R","LC4","LOOMING_COLLISION","R"
21165,"LC4_R","LC4","LOOMING_COLLISION","R"
21173,"LC10a_L","LC10a","OBJECT_TRACKING","L"
21193,"LC10d_L","LC10d","OBJECT_TRACKING","L"
21199,"LC10a_R","LC10a","OBJECT_TRACKING","R"
21225,"LC4_R","LC4","LOOMING_COLLISION","R"
21238,"LC10a_R","LC10a","OBJECT_TRACKING","R"
21287,"LC4_R","LC4","LOOMING_COLLISION","R"
21299,"LPLC2_L","LPLC2","LOOMING_COLLISION","L"
21313,"LC4_R","LC4","LOOMING_COLLISION","R"
21318,"LPLC2_R","LPLC2","LOOMING_COLLISION","R"
21336,"LC4_R","LC4","LOOMING_COLLISION","R"
21361,"LPLC2_L","LPLC2","LOOMING_COLLISION","L"
21426,"LC10a_R","LC10a","OBJECT_TRACKING","R"
21490,"LC10d_L","LC10d","OBJECT_TRACKING","L"
21562,"LPLC2_R","LPLC2","LOOMING_COLLISION","R"
21572,"VST1_L","VST1","OPTIC_FLOW","L"
21632,"LC10a_R","LC10a","OBJECT_TRACKING","R"
21686,"LC10d_L","LC10d","OBJECT_TRACKING","L"
21690,"LC40_L","LC40","LOOMING_COLLISION","L"
21703,"LPLC2_R","LPLC2","LOOMING_COLLISION","R"
21721,"LC4_L","LC4","LOOMING_COLLISION","L"
21734,"LC10d_R","LC10d","OBJECT_TRACKING","R"
21737,"LC10d_R","LC10d","OBJECT_TRACKING","R"
21744,"LC10a_L","LC10a","OBJECT_TRACKING","L"
21769,"LPLC2_R","LPLC2","LOOMING_COLLISION","R"
21804,"LC4_R","LC4","LOOMING_COLLISION","R"
21808,"LPLC2_R","LPLC2","LOOMING_COLLISION","R"
21835,"LC10a_L","LC10a","OBJECT_TRACKING","L"
21862,"LPLC2_R","LPLC2","LOOMING_COLLISION","R"
21899,"LPLC2_R","LPLC2","LOOMING_COLLISION","R"
21914,"LC10d_L","LC10d","OBJECT_TRACKING","L"
21983,"LC10a_R","LC10a","OBJECT_TRACKING","R"
21984,"LC10a_R","LC10a","OBJECT_TRACKING","R"
22034,"LC4_R","LC4","LOOMING_COLLISION","R"
22070,"LC10a_R","LC10a","OBJECT_TRACKING","R"
22112,"LC10d_R","LC10d","OBJECT_TRACKING","R"
22148,"LC10a_R","LC10a","OBJECT_TRACKING","R"
22184,"LC10a_L","LC10a","OBJECT_TRACKING","L"
22189,"LC10d_R","LC10d","OBJECT_TRACKING","R"
22194,"LC4_R","LC4","LOOMING_COLLISION","R"
22211,"LC10d_R","LC10d","OBJECT_TRACKING","R"
22218,"LPLC2_R","LPLC2","LOOMING_COLLISION","R"
22248,"LC10a_R","LC10a","OBJECT_TRACKING","R"
22253,"LPLC2_L","LPLC2","LOOMING_COLLISION","L"
22259,"LC10a_L","LC10a","OBJECT_TRACKING","L"
22261,"LPLC2_R","LPLC2","LOOMING_COLLISION","R"
22328,"LC4_R","LC4","LOOMING_COLLISION","R"
22339,"LC10a_L","LC10a","OBJECT_TRACKING","L"
22392,"LC10a_L","LC10a","OBJECT_TRACKING","L"
22397,"LC10a_R","LC10a","OBJECT_TRACKING","R"
22505,"LC10a_R","LC10a","OBJECT_TRACKING","R"
22510,"LC10a_R","LC10a","OBJECT_TRACKING","R"
22550,"LC10d_R","LC10d","OBJECT_TRACKING","R"
22557,"LPLC2_L","LPLC2","LOOMING_COLLISION","L"
22677,"LPLC2_R","LPLC2","LOOMING_COLLISION","R"
22750,"LC10a_R","LC10a","OBJECT_TRACKING","R"
22772,"LC4_L","LC4","LOOMING_COLLISION","L"
22780,"LC10d_L","LC10d","OBJECT_TRACKING","L"
22783,"LC10a_R","LC10a","OBJECT_TRACKING","R"
22831,"LC10a_R","LC10a","OBJECT_TRACKING","R"
22847,"LC4_R","LC4","LOOMING_COLLISION","R"
22886,"LC10d_R","LC10d","OBJECT_TRACKING","R"
22922,"LC4_L","LC4","LOOMING_COLLISION","L"
22959,"LC10a_L","LC10a","OBJECT_TRACKING","L"
22966,"LC4_R","LC4","LOOMING_COLLISION","R"
22975,"LC4_R","LC4","LOOMING_COLLISION","R"
22989,"LC10a_R","LC10a","OBJECT_TRACKING","R"
22990,"LC10d_R","LC10d","OBJECT_TRACKING","R"
22997,"LC10a_R","LC10a","OBJECT_TRACKING","R"
23001,"LC10a_L","LC10a","OBJECT_TRACKING","L"
23002,"LC10a_R","LC10a","OBJECT_TRACKING","R"
23098,"LC4_R","LC4","LOOMING_COLLISION","R"
23128,"LC10a_R","LC10a","OBJECT_TRACKING","R"
23134,"LC10d_R","LC10d","OBJECT_TRACKING","R"
23148,"LC10a_L","LC10a","OBJECT_TRACKING","L"
23154,"LC10a_R","LC10a","OBJECT_TRACKING","R"
23196,"LC10d_L","LC10d","OBJECT_TRACKING","L"
23202,"LC4_L","LC4","LOOMING_COLLISION","L"
23210,"LC10a_R","LC10a","OBJECT_TRACKING","R"
23226,"LC4_L","LC4","LOOMING_COLLISION","L"
23239,"LC10e_L","LC10e","OBJECT_TRACKING","L"
23247,"LPLC2_L","LPLC2","LOOMING_COLLISION","L"
23328,"LC10a_L","LC10a","OBJECT_TRACKING","L"
23349,"LPLC2_L","LPLC2","LOOMING_COLLISION","L"
23377,"LC10a_R","LC10a","OBJECT_TRACKING","R"
23392,"LC4_R","LC4","LOOMING_COLLISION","R"
23413,"LC10d_R","LC10d","OBJECT_TRACKING","R"
23421,"LC10a_R","LC10a","OBJECT_TRACKING","R"
23463,"LC10a_R","LC10a","OBJECT_TRACKING","R"
23497,"LPLC2_R","LPLC2","LOOMING_COLLISION","R"
23499,"LC10a_R","LC10a","OBJECT_TRACKING","R"
23503,"LC10d_R","LC10d","OBJECT_TRACKING","R"
23548,"LC10d_L","LC10d","OBJECT_TRACKING","L"
23550,"LPLC2_L","LPLC2","LOOMING_COLLISION","L"
23590,"LPLC2_R","LPLC2","LOOMING_COLLISION","R"
23599,"LC10a_L","LC10a","OBJECT_TRACKING","L"
23665,"LPLC2_L","LPLC2","LOOMING_COLLISION","L"
23677,"LC10a_R","LC10a","OBJECT_TRACKING","R"
23686,"LC10a_R","LC10a","OBJECT_TRACKING","R"
23719,"LC10a_R","LC10a","OBJECT_TRACKING","R"
23729,"LC10d_R","LC10d","OBJECT_TRACKING","R"
23741,"LC10a_L","LC10a","OBJECT_TRACKING","L"
23757,"LC10d_R","LC10d","OBJECT_TRACKING","R"
23792,"LC4_R","LC4","LOOMING_COLLISION","R"
23830,"LC10a_R","LC10a","OBJECT_TRACKING","R"
23852,"LC10a_L","LC10a","OBJECT_TRACKING","L"
23867,"LC10a_R","LC10a","OBJECT_TRACKING","R"
23868,"LC10a_R","LC10a","OBJECT_TRACKING","R"
23878,"LPLC2_R","LPLC2","LOOMING_COLLISION","R"
23887,"LC10d_L","LC10d","OBJECT_TRACKING","L"
23890,"LC10a_R","LC10a","OBJECT_TRACKING","R"
23897,"VST1_L","VST1","OPTIC_FLOW","L"
23919,"LPLC2_L","LPLC2","LOOMING_COLLISION","L"
23929,"LC4_R","LC4","LOOMING_COLLISION","R"
23930,"LC10a_L","LC10a","OBJECT_TRACKING","L"
23989,"LC10a_L","LC10a","OBJECT_TRACKING","L"
24027,"LC10d_R","LC10d","OBJECT_TRACKING","R"
24035,"LC10a_R","LC10a","OBJECT_TRACKING","R"
24041,"LC10d_R","LC10d","OBJECT_TRACKING","R"
24049,"LC10d_L","LC10d","OBJECT_TRACKING","L"
24071,"LC10a_R","LC10a","OBJECT_TRACKING","R"
24117,"LC10d_R","LC10d","OBJECT_TRACKING","R"
24118,"LPLC2_R","LPLC2","LOOMING_COLLISION","R"
24132,"LC10d_R","LC10d","OBJECT_TRACKING","R"
24164,"LC10a_R","LC10a","OBJECT_TRACKING","R"
24187,"LPLC2_R","LPLC2","LOOMING_COLLISION","R"
24208,"LC10a_R","LC10a","OBJECT_TRACKING","R"
24211,"LC10a_R","LC10a","OBJECT_TRACKING","R"
